name,train_val_test,character
Anim_00585,0,nan
Anim_00586,1,nan
Anim_00587,0,nan
Anim_00588,0,nan
Anim_00589,0,nan
Anim_00590,1,nan
Anim_00591,0,nan
Anim_00592,0,nan
Anim_00593,1,nan
Anim_00594,0,nan
Anim_00595,0,nan
Anim_00596,0,nan
Anim_00597,0,nan
Anim_00598,0,nan
Anim_00599,0,nan
Anim_00600,1,nan
Anim_00601,1,nan
Anim_00602,0,nan
Anim_00603,1,nan
Anim_00604,0,nan
Anim_00605,0,nan
Anim_00606,0,nan
Anim_00607,1,nan
Anim_00608,0,nan
Anim_00609,0,nan
Anim_00610,0,nan
Anim_00611,1,nan
Anim_00612,0,nan
Anim_00613,0,nan
Anim_00614,1,nan
Anim_00615,0,nan
Anim_00616,0,nan
Anim_00617,1,nan
Anim_00618,1,nan
Anim_00619,0,nan
Anim_00620,0,nan
Anim_00621,1,nan
Anim_00622,1,nan
Anim_00623,0,nan
Anim_00624,1,nan
Anim_00625,0,nan
Anim_00626,0,nan
Anim_00627,0,nan
Anim_00628,1,nan
Anim_00629,0,nan
Anim_00630,0,nan
Anim_00631,0,nan
Anim_00632,1,nan
Anim_00633,1,nan
Anim_00634,0,nan
Anim_00635,0,nan
Anim_00636,0,nan
Anim_00637,0,nan
Anim_00638,0,nan
Anim_00639,0,nan
Anim_00640,0,nan
Anim_00641,0,nan
Anim_00642,0,nan
Anim_00643,0,nan
Anim_00644,1,nan
Anim_00645,0,nan
Anim_00646,0,nan
Anim_00647,0,nan
Anim_00648,0,nan
Anim_00649,1,nan
Anim_00650,0,nan
Anim_00651,0,nan
Anim_00652,0,nan
Anim_00653,0,nan
Anim_00654,1,nan
Anim_00655,0,nan
Anim_00656,0,nan
Anim_00657,0,nan
Anim_00658,1,nan
Anim_00659,0,nan
Anim_00660,1,nan
Anim_00661,0,nan
Anim_00662,0,nan
Anim_00663,0,nan
Anim_00664,0,nan
Anim_00665,0,nan
Anim_00666,0,nan
Anim_00667,0,nan
Anim_00668,0,nan
Anim_00669,0,nan
Anim_00670,1,nan
Anim_00671,0,nan
Anim_00672,0,nan
Anim_00673,0,nan
Anim_00674,1,nan
Anim_00675,1,nan
Anim_00676,0,nan
Anim_00677,0,nan
Anim_00678,1,nan
Anim_00679,0,nan
Anim_00680,1,nan
Anim_00681,0,nan
Anim_00682,1,nan
Anim_00683,0,nan
Anim_00684,0,nan
Anim_00685,1,nan
Anim_00686,0,nan
Anim_00687,0,nan
Anim_00688,1,nan
Anim_00689,0,nan
Anim_00690,0,nan
Anim_00691,0,nan
Anim_00692,0,nan
Anim_00693,0,nan
Anim_00694,0,nan
Anim_00695,1,nan
Anim_00696,1,nan
Anim_00697,0,nan
Anim_00698,1,nan
Anim_00699,0,nan
Anim_00700,1,nan
Anim_00701,0,nan
Anim_00702,1,nan
Anim_00703,0,nan
Anim_00704,0,nan
Anim_00705,0,nan
Anim_00706,0,nan
Anim_00707,1,nan
Anim_00708,0,nan
Anim_00709,0,nan
Anim_00710,1,nan
Anim_00711,0,nan
Anim_00712,0,nan
Anim_00713,0,nan
Anim_00714,0,nan
Anim_00715,0,nan
Anim_00716,0,nan
Anim_00717,0,nan
Anim_00718,0,nan
Anim_00719,0,nan
Anim_00720,0,nan
Anim_00721,1,nan
Anim_00722,0,nan
Anim_00723,0,nan
Anim_00724,0,nan
Anim_00725,0,nan
Anim_00726,1,nan
Anim_00727,0,nan
Anim_00728,0,nan
Anim_00729,0,nan
Anim_00730,0,nan
Anim_00731,0,nan
Anim_00732,0,nan
Anim_00733,0,nan
Anim_00734,1,nan
Anim_00735,0,nan
Anim_00736,0,nan
Anim_00737,1,nan
Anim_00738,0,nan
Anim_00739,0,nan
Anim_00740,0,nan
Anim_00741,0,nan
Anim_00742,0,nan
Anim_00743,1,nan
Anim_00744,0,nan
Anim_00745,0,nan
Anim_00746,1,nan
Anim_00747,0,nan
Anim_00748,0,nan
Anim_00749,1,nan
Anim_00750,1,nan
Anim_00751,0,nan
Anim_00752,0,nan
Anim_00753,0,nan
Anim_00754,0,nan
Anim_00755,0,nan
Anim_00756,0,nan
Anim_00757,0,nan
Anim_00758,1,nan
Anim_00759,0,nan
Anim_00760,0,nan
Anim_00761,0,nan
Anim_00762,0,nan
Anim_00763,0,nan
Anim_00764,0,nan
Anim_00765,0,nan
Anim_00766,0,nan
Anim_00767,0,nan
Anim_00768,0,nan
Anim_00769,1,nan
Anim_00770,0,nan
Anim_00771,1,nan
Anim_00772,0,nan
Anim_00773,0,nan
Anim_00774,0,nan
Anim_00775,0,nan
Anim_00776,0,nan
Anim_00777,0,nan
Anim_00778,0,nan
Anim_00779,0,nan
Anim_00780,0,nan
Anim_00781,0,nan
Anim_00782,0,nan
Anim_00783,0,nan
Anim_00784,1,nan
Anim_00785,0,nan
Anim_00786,0,nan
Anim_00787,0,nan
Anim_00788,1,nan
Anim_00789,0,nan
Anim_00790,1,nan
Anim_00791,0,nan
Anim_00792,0,nan
Anim_00793,0,nan
Anim_00794,0,nan
Anim_00795,0,nan
Anim_00796,0,nan
Anim_00797,0,nan
Anim_00798,0,nan
Anim_00799,0,nan
Anim_00800,0,nan
Anim_00801,0,nan
Anim_00802,0,nan
Anim_00803,0,nan
Anim_00804,0,nan
Anim_00805,0,nan
Anim_00806,0,nan
Anim_00807,0,nan
Anim_00808,0,nan
Anim_00809,0,nan
Anim_00810,0,nan
Anim_00811,0,nan
Anim_00812,1,nan
Anim_00813,1,nan
Anim_00814,0,nan
Anim_00815,1,nan
Anim_00816,0,nan
Anim_00817,0,nan
Anim_00818,0,nan
Anim_00819,0,nan
Anim_00820,0,nan
Anim_00821,1,nan
Anim_00822,0,nan
Anim_00823,1,nan
Anim_00824,0,nan
Anim_00825,0,nan
Anim_00826,0,nan
Anim_00827,0,nan
Anim_00828,0,nan
Anim_00829,1,nan
Anim_00830,0,nan
Anim_00831,0,nan
Anim_00832,0,nan
Anim_00833,0,nan
Anim_00834,0,nan
Anim_00835,0,nan
Anim_00836,0,nan
Anim_00837,0,nan
Anim_00838,0,nan
Anim_00839,1,nan
Anim_00840,1,nan
Anim_00841,0,nan
Anim_00842,0,nan
Anim_00843,0,nan
Anim_00844,0,nan
Anim_00845,0,nan
Anim_00846,0,nan
Anim_00847,1,nan
Anim_00848,0,nan
Anim_00849,1,nan
Anim_00850,0,nan
Anim_00851,0,nan
Anim_00852,0,nan
Anim_00853,0,nan
Anim_00854,1,nan
Anim_00855,0,nan
Anim_00856,1,nan
Anim_00857,1,nan
Anim_00858,0,nan
Anim_00859,0,nan
Anim_00860,0,nan
Anim_00861,0,nan
Anim_00862,0,nan
Anim_00863,0,nan
Anim_00864,0,nan
Anim_00865,1,nan
Anim_00866,0,nan
Anim_00867,0,nan
Anim_00868,0,nan
Anim_00869,1,nan
Anim_00870,0,nan
Anim_00871,0,nan
Anim_00872,1,nan
Anim_00873,0,nan
Anim_00874,0,nan
Anim_00875,0,nan
Anim_00876,1,nan
Anim_00877,0,nan
Anim_00878,1,nan
Anim_00879,0,nan
Anim_00880,1,nan
Anim_00881,0,nan
Anim_00882,1,nan
Anim_00883,0,nan
Anim_00884,0,nan
Anim_00885,0,nan
Anim_00886,1,nan
Anim_00887,0,nan
Anim_00888,0,nan
Anim_00889,1,nan
Anim_00890,0,nan
Anim_00891,0,nan
Anim_00892,0,nan
Anim_00893,0,nan
Anim_00894,0,nan
Anim_00895,0,nan
Anim_00896,0,nan
Anim_00897,1,nan
Anim_00898,1,nan
Anim_00899,0,nan
Anim_00900,0,nan
Anim_00901,0,nan
Anim_00902,0,nan
Anim_00903,0,nan
Anim_00904,0,nan
Anim_00905,1,nan
Anim_00906,0,nan
Anim_00907,0,nan
Anim_00908,0,nan
Anim_00909,0,nan
Anim_00910,0,nan
Anim_00911,1,nan
Anim_00912,0,nan
Anim_00913,0,nan
Anim_00914,1,nan
Anim_00915,1,nan
Anim_00916,0,nan
Anim_00917,1,nan
Anim_00918,0,nan
Anim_00919,0,nan
Anim_00920,0,nan
Anim_00921,1,nan
Anim_00922,0,nan
Anim_00923,0,nan
Anim_00924,0,nan
Anim_00925,0,nan
Anim_00926,0,nan
Anim_00927,0,nan
Anim_00928,0,nan
Anim_00929,0,nan
Anim_00930,0,nan
Anim_00931,1,nan
Anim_00932,0,nan
Anim_00933,1,nan
Anim_00934,0,nan
Anim_00935,0,nan
Anim_00936,0,nan
Anim_00937,0,nan
Anim_00938,1,nan
Anim_00939,0,nan
Anim_00940,1,nan
Anim_00941,1,nan
Anim_00942,0,nan
Anim_00943,0,nan
Anim_00944,1,nan
Anim_00945,0,nan
Anim_00946,0,nan
Anim_00947,0,nan
Anim_00948,1,nan
Anim_00949,0,nan
Anim_00950,0,nan
Anim_00951,0,nan
Anim_00952,0,nan
Anim_00953,0,nan
Anim_00954,0,nan
Anim_00955,0,nan
Anim_00956,0,nan
Anim_00957,1,nan
Anim_00958,0,nan
Anim_00959,0,nan
Anim_00960,0,nan
Anim_00961,0,nan
Anim_00962,0,nan
Anim_00963,0,nan
Anim_00964,0,nan
Anim_00965,0,nan
Anim_00966,0,nan
Anim_00967,0,nan
Anim_00968,0,nan
Anim_00969,0,nan
Anim_00970,0,nan
Anim_00971,0,nan
Anim_00972,0,nan
Anim_00973,1,nan
Anim_00974,0,nan
Anim_00975,1,nan
Anim_00976,0,nan
Anim_00977,0,nan
Anim_00978,0,nan
Anim_00979,0,nan
Anim_00980,0,nan
Anim_00981,0,nan
Anim_00982,1,nan
Anim_00983,0,nan
Anim_00984,0,nan
Anim_00985,1,nan
Anim_00986,0,nan
Anim_00987,0,nan
Anim_00988,1,nan
Anim_00989,0,nan
Anim_00990,0,nan
Anim_00991,0,nan
Anim_00992,0,nan
Anim_00993,0,nan
Anim_00994,1,nan
Anim_00995,0,nan
Anim_00996,0,nan
Anim_00997,0,nan
Anim_00998,0,nan
Anim_00999,0,nan
Anim_01000,0,nan
Anim_01001,1,nan
Anim_01002,1,nan
Anim_01003,0,nan
Anim_01004,1,nan
Anim_01005,1,nan
Anim_01006,0,nan
Anim_01007,0,nan
Anim_01008,0,nan
Anim_01009,0,nan
Anim_01010,1,nan
Anim_01011,0,nan
Anim_01012,0,nan
Anim_01013,1,nan
Anim_01014,0,nan
Anim_01015,0,nan
Anim_01016,0,nan
Anim_01017,0,nan
Anim_01018,1,nan
Anim_01019,0,nan
Anim_01020,1,nan
Anim_01021,0,nan
Anim_01022,0,nan
Anim_01023,0,nan
Anim_01024,0,nan
Anim_01025,0,nan
Anim_01026,0,nan
Anim_01027,0,nan
Anim_01028,1,nan
Anim_01029,0,nan
Anim_01030,0,nan
Anim_01031,0,nan
Anim_01032,1,nan
Anim_01033,0,nan
Anim_01034,0,nan
Anim_01035,0,nan
Anim_01036,0,nan
Anim_01037,0,nan
Anim_01038,0,nan
Anim_01039,0,nan
Anim_01040,0,nan
Anim_01041,0,nan
Anim_01042,1,nan
Anim_01043,0,nan
Anim_01044,0,nan
Anim_01045,1,nan
Anim_01046,1,nan
Anim_01047,0,nan
Anim_01048,0,nan
Anim_01049,0,nan
Anim_01050,0,nan
Anim_01051,0,nan
Anim_01052,0,nan
Anim_01053,0,nan
Anim_01054,0,nan
Anim_01055,0,nan
Anim_01056,0,nan
Anim_01057,0,nan
Anim_01058,0,nan
Anim_01059,0,nan
Anim_01060,0,nan
Anim_01061,0,nan
Anim_01062,0,nan
Anim_01063,0,nan
Anim_01064,0,nan
Anim_01065,0,nan
Anim_01066,0,nan
Anim_01067,0,nan
Anim_01068,0,nan
Anim_01069,1,nan
Anim_01070,0,nan
Anim_01071,0,nan
Anim_01072,0,nan
Anim_01073,1,nan
Anim_01074,0,nan
Anim_01075,1,nan
Anim_01076,0,nan
Anim_01077,1,nan
Anim_01078,1,nan
Anim_01079,0,nan
Anim_01080,0,nan
Anim_01081,0,nan
Anim_01082,0,nan
Anim_01083,1,nan
Anim_01084,0,nan
Anim_01085,0,nan
Anim_01086,0,nan
Anim_01087,0,nan
Anim_01088,0,nan
Anim_01089,1,nan
Anim_01090,0,nan
Anim_01091,1,nan
Anim_01092,0,nan
Anim_01093,0,nan
Anim_01094,1,nan
Anim_01095,0,nan
Anim_01096,0,nan
Anim_01097,1,nan
Anim_01098,0,nan
Anim_01099,1,nan
Anim_01100,1,nan
Anim_01101,0,nan
Anim_01102,0,nan
Anim_01103,0,nan
Anim_01104,0,nan
Anim_01105,0,nan
Anim_01106,0,nan
Anim_01107,0,nan
Anim_01108,0,nan
Anim_01109,0,nan
Anim_01110,0,nan
Anim_01111,0,nan
Anim_01112,0,nan
Anim_01113,1,nan
Anim_01114,0,nan
Anim_01115,0,nan
Anim_01116,0,nan
Anim_01117,0,nan
Anim_01118,0,nan
Anim_01119,0,nan
Anim_01120,0,nan
Anim_01121,1,nan
Anim_01122,0,nan
Anim_01123,0,nan
Anim_01124,1,nan
Anim_01125,1,nan
Anim_01126,0,nan
Anim_01127,0,nan
Anim_01128,0,nan
Anim_01129,0,nan
Anim_01130,1,nan
Anim_01131,0,nan
Anim_01132,0,nan
Anim_01133,0,nan
Anim_01134,0,nan
Anim_01135,1,nan
Anim_01136,0,nan
Anim_01137,0,nan
Anim_01138,0,nan
Anim_01139,0,nan
Anim_01140,0,nan
Anim_01141,0,nan
Anim_01142,0,nan
Anim_01143,0,nan
Anim_01144,0,nan
Anim_01145,0,nan
Anim_01146,1,nan
Anim_01147,0,nan
Anim_01148,0,nan
Anim_01149,1,nan
Anim_01150,0,nan
Anim_01151,0,nan
Anim_01152,1,nan
Anim_01153,1,nan
Anim_01154,0,nan
Anim_01155,1,nan
Anim_01156,0,nan
Anim_01157,1,nan
Anim_01158,1,nan
Anim_01159,1,nan
Anim_01160,0,nan
Anim_01161,0,nan
Anim_01162,0,nan
Anim_01163,1,nan
Anim_01164,0,nan
Anim_01165,0,nan
